5859400,200,5853300,18
5859100,18,5853300,18
5859200,18,5853300,18
5859300,100,5853300,18
5859300,100,5853600,18
5859300,100,5857300,20
5857400,40,5857300,20
5857500,82,5857300,20
5857500,57,5857300,20
5857500,57,5857300,19
5857500,57,5857300,9
5857500,32,5857300,9
5857500,27,5857300,9
5857500,20,5857300,9
5857800,45,5857300,9
5857800,20,5857300,9
5858000,4,5857300,9
5858000,4,5857300,9
5858200,5,5857300,9
5858300,7,5857300,9
5859300,100,5857300,9
5859300,100,5857300,9
5859300,100,5857300,9
5859300,100,5857300,9
5859300,100,5857300,9
5859300,100,5857300,9
5859300,63,5857300,9
5859300,63,5857400,50
5859300,63,5857700,18
5859300,163,5857700,18
5859300,159,5857700,18
5859300,159,5857300,9
5859300,159,5857000,150
5859300,159,5857000,150
5859300,159,5857000,150
5859300,159,5857000,127
5859200,18,5857000,127
5859200,18,5857000,27
5859300,59,5857000,27
5858700,100,5857000,27
5858700,100,5857000,26
5858700,100,5857000,126
5858700,100,5857000,26
5858700,100,5857000,26
5858700,100,5857000,44
5858700,100,5857100,18
5858700,100,5857400,100
5858700,100,5857400,100
5858700,100,5857400,100
5858700,100,5857000,26
5858700,100,5856900,20
5858700,100,5856500,5
5858700,100,5856600,18
5858700,100,5856900,18
5858700,100,5856500,5
5858700,100,5856400,20
5858700,100,5856000,3
5858700,100,5855900,15
5858700,100,5855500,1
5858700,100,5855000,39
5858700,100,5855000,30
5858700,100,5855000,25
5858700,100,5854700,100
5858700,100,5854700,100
5858700,118,5854700,100
5858600,5,5854700,100
5858600,18,5854700,100
5858600,18,5854800,18
5858400,18,5854800,18
5858400,18,5854800,18
5858400,18,5854900,15
5858400,18,5854900,15
5858300,15,5854900,15
5858300,15,5854400,167
5858000,100,5854400,167
5857700,18,5854400,167
5857700,18,5854700,18
5857800,18,5854700,18
5858000,118,5854700,18
5858000,100,5854700,18
5857700,18,5854700,18
5857700,18,5854600,5
5857700,18,5854400,167
5857700,18,5854400,167
5857600,13,5854400,167
5857300,18,5854400,167
5857300,18,5854400,167
5857300,18,5854400,167
5857300,18,5854400,167
5857300,36,5854400,167
5857200,10,5854400,167
5857200,18,5854400,167
5857200,36,5854400,167
5857200,36,5854400,267
5857200,36,5854400,167
5857200,28,5854400,167
5857200,10,5854400,167
5858000,100,5854400,167
5858000,100,5856900,100
5858000,100,5854400,167
5857700,18,5854400,167
5857700,18,5854700,100
5857400,18,5854700,100
5857100,18,5854700,100
5857100,118,5854700,100
5856800,18,5854700,100
5856800,18,5854400,167
5856900,16,5854400,167
5857100,118,5854400,167
5857100,118,5857000,66
5857100,100,5857000,66
5857100,100,5854400,167
5857100,100,5854500,18
5856800,18,5854500,18
5856800,18,5854600,10
5856500,12,5854600,10
5856800,18,5854600,10
5856900,18,5854600,10
5856900,18,5854600,28
5857100,118,5854600,28
5857100,100,5854600,28
5857100,100,5854600,28
5857100,100,5854600,28
5857100,100,5854700,10
5856800,18,5854700,10
5856800,18,5854400,167
5857000,18,5854400,167
5857100,100,5854400,167
5857100,100,5854500,18
5857100,100,5854700,18
5858000,100,5854700,18
5857900,16,5854700,18
5857900,16,5854600,2
5857900,16,5854400,167
5857900,16,5854700,18
5857600,18,5854700,18
5857600,18,5854500,2
5857600,18,5854400,167
5858000,100,5854400,167
5857900,16,5854400,167
5857900,16,5854700,100
5856800,900,5854700,100
5856700,18,5854700,100
5856700,18,5855000,18
5856800,900,5855000,18
5856800,850,5855000,18
5856800,850,5854900,18
5856800,850,5854800,2
5856800,850,5854700,100
5856800,950,5854700,100
5856500,18,5854700,100
5856500,118,5854700,100
5856500,100,5854700,100
5856500,37,5854700,100
5856800,850,5854700,100
5856800,587,5854700,100
5856800,587,5854700,118
5856800,587,5854800,14
5856800,455,5854800,14
5856800,396,5854800,14
5856700,18,5854800,14
5856700,18,5854800,21
5856700,18,5854800,7
5856800,396,5854800,7
5856800,396,5854800,60
5856800,396,5854800,112
5856800,396,5854800,113
5856800,396,5854800,118
5856800,396,5854800,163
5856800,396,5854800,202
5856800,396,5854800,229
5856600,18,5854800,229
5856600,18,5854800,229
5856800,396,5854800,229
5856800,398,5854800,229
5856800,398,5854900,100
5856800,398,5854900,142
5856800,718,5854900,142
5856800,1038,5854900,142
5856800,813,5854900,142
5856800,813,5854900,209
5856800,493,5854900,209
5856800,813,5854900,209
5856800,785,5854900,209
5856800,785,5855000,18
5856800,785,5854900,209
5856800,785,5854900,109
5856800,785,5854900,67
5856800,785,5854900,27
5856800,803,5854900,27
5856700,18,5854900,27
5856700,18,5854900,27
5856700,18,5854800,66
5856700,18,5854800,27
5856700,18,5854700,100
5856700,18,5854700,66
5856600,2,5854700,66
5856600,2,5854400,100
5856600,2,5854900,66
5856600,2,5854400,100
5856600,2,5854400,66
5856600,171,5854400,66
5856600,2,5854400,66
5856600,171,5854400,66
5856600,2,5854400,66
5856600,171,5854400,66
5856600,2,5854400,66
5856600,2,5854700,18
5856800,785,5854700,18
5856500,18,5854700,18
5856500,18,5854600,4
5856500,18,5854400,66
5856800,483,5854400,66
5856800,465,5854400,66
5856600,18,5854400,66
5856600,338,5854400,66
5856600,320,5854400,66
5856300,18,5854400,66
5856300,338,5854400,66
5856100,14,5854400,66
5856100,334,5854400,66
5856100,334,5854400,50
5856100,334,5854000,50
5856100,320,5854000,50
5855800,18,5854000,50
