2239500,100,2231800,100
2239500,100,2238100,21
2239500,100,2237500,100
2239500,100,2237500,74
2239500,100,2237500,74
2239500,100,2237500,74
2239500,100,2237500,74
2239500,100,2237500,74
2239500,100,2237500,74
2239500,100,2237500,74
2239600,306,2237500,74
2239600,286,2237500,74
2239900,100,2237500,74
2240000,1451,2237500,74
2239900,100,2237500,74
2239900,100,2237500,74
2239900,100,2237500,74
2239900,100,2237500,74
2239900,100,2237500,74
2239900,10,2237500,74
2239900,60,2237500,74
2239900,50,2237500,74
2240000,1451,2237500,74
2240000,1438,2237500,74
2240000,1411,2237500,74
2240000,1338,2237500,74
2240000,1318,2237500,74
2240000,1314,2237500,74
2240000,1311,2237500,74
2240000,1304,2237500,74
2240000,1254,2237500,74
2240000,1211,2237500,74
2240000,1154,2237500,74
2240000,1148,2237500,74
2240000,1125,2237500,74
2240000,1119,2237500,74
2240000,1065,2237500,74
2240000,1011,2237500,74
2240000,996,2237500,74
2240000,920,2237500,74
2240000,900,2237500,74
2240000,885,2237500,74
2240000,875,2237500,74
2240000,850,2237500,74
2240000,750,2237500,74
2240000,700,2237500,74
2240000,517,2237500,74
2240000,417,2237500,74
2240000,217,2237500,74
2240000,217,2237500,74
2240000,200,2237500,74
2240000,100,2237500,74
2242400,20,2237500,74
2242400,20,2237500,74
2240000,100,2237500,74
2242400,20,2237500,74
2242400,20,2237500,74
2242400,20,2237500,74
2240000,100,2237500,74
2242400,20,2237500,74
2240000,100,2237500,74
2239500,100,2237500,74
2240000,100,2237500,74
2239500,75,2237500,74
2239500,75,2238400,100
2239500,75,2237500,74
2239500,75,2238400,100
2239500,60,2238400,100
2238600,100,2238400,100
2239500,60,2238400,100
2240000,100,2238400,100
2242400,20,2238400,100
2242400,20,2238400,100
2242400,20,2238400,100
2242400,20,2238400,100
2242400,20,2238400,100
2242400,20,2237900,100
2242400,20,2238900,100
2242000,100,2238900,100
2242000,100,2238900,100
2242400,20,2238900,100
2241600,100,2238900,100
2241600,100,2238900,100
2242400,20,2238900,100
2241300,100,2238900,100
2241300,100,2238900,100
2241000,1100,2238900,100
2241000,1200,2238900,100
2241000,1100,2238900,100
2240800,100,2238900,100
2240800,320,2238900,100
2240800,100,2238900,100
2240800,320,2238900,100
2240800,100,2238900,100
2240800,320,2238900,100
2240800,475,2238900,100
2240800,255,2238900,100
2240700,100,2238900,100
2240700,100,2238900,200
2240700,100,2238900,200
2240500,100,2238900,200
2240500,100,2238900,200
2240500,100,2238900,200
2240500,100,2238900,200
2240700,100,2238900,200
2240300,100,2238900,200
2240200,100,2238900,200
2240200,200,2238900,200
2240200,200,2238900,300
2240200,200,2238900,300
2240200,200,2238900,300
2240200,200,2238900,300
2240200,200,2238900,200
2240200,200,2238900,200
2240200,200,2238900,200
2240200,200,2238900,187
2240200,200,2238900,100
2240200,200,2239000,87
2240200,200,2238900,100
2240200,200,2239100,87
2240200,129,2239100,87
2240200,100,2239100,87
2240200,29,2239100,87
2240200,29,2238900,100
2240200,29,2239200,87
2240700,100,2239200,87
2240700,129,2239200,87
2240700,129,2239200,164
2240700,129,2239200,264
2240700,100,2239200,264
2240600,29,2239200,264
2240700,100,2239200,264
2240700,129,2239200,264
2240700,100,2239200,264
2240500,29,2239200,264
2240500,29,2239200,364
2240700,100,2239200,364
2240400,29,2239200,364
2240700,100,2239200,364
2240300,29,2239200,364
2240700,100,2239200,364
2240400,29,2239200,364
2240700,100,2239200,364
2240700,100,2239200,364
2240700,500,2239200,364
2240700,400,2239200,364
2240700,100,2239200,364
2241000,1100,2239200,364
2241000,1000,2239200,364
2241000,900,2239200,364
2241000,900,2239300,100
2242400,20,2239300,100
2242400,20,2239300,100
2242400,20,2239300,100
2242400,20,2239200,364
2242400,20,2239200,364
2242400,20,2239200,364
2242400,20,2240900,100
2242400,20,2240900,200
2242400,20,2240900,100
2242400,20,2241300,100
2242400,20,2240900,100
2242400,20,2239200,364
2242400,20,2239200,264
2242400,20,2240900,100
2242400,20,2240900,187
2242400,20,2240900,87
2242400,20,2239200,177
2242400,20,2239300,87
2242400,20,2240900,100
2242400,20,2240900,187
2242400,20,2240900,287
2242400,20,2240900,387
2242400,20,2240900,487
2242500,100,2240900,487
2242500,20,2240900,487
2242900,500,2240900,487
2242900,500,2240900,487
2242900,490,2240900,487
2242900,290,2240900,487
2242900,90,2240900,487
2242900,190,2240900,487
2242900,190,2240900,487
2242900,190,2240900,564
2242900,90,2240900,564
2243000,500,2240900,564
2243000,500,2240900,464
2243000,501,2240900,464
2243000,401,2240900,464
2243000,301,2240900,464
2243000,201,2240900,464
2243000,121,2240900,464
2243000,21,2240900,464
2243000,1,2240900,464
2244500,100,2240900,464
2244900,100,2240900,464
2244500,100,2240900,464
2244500,200,2240900,464
2244500,200,2240900,564
2244500,200,2240900,464
2244500,300,2240900,464
2244500,200,2240900,464
2244500,200,2240900,464
2244500,200,2240900,464
2244500,100,2240900,464
2244500,200,2240900,464
2244500,200,2240900,364
2244500,200,2240900,464
2244500,200,2240900,364
2244500,200,2240900,464
2244500,200,2240900,364
2244500,200,2240900,287
2244500,200,2241000,77
2244500,200,2241000,177
2244500,200,2241000,77
2244500,200,2241000,177
2244500,200,2241000,264
