5802300,100,5794000,496
5802300,100,5794000,196
5802300,100,5794000,196
5802300,100,5794000,196
5802300,100,5794000,196
5802300,100,5794000,196
5802300,100,5794000,29
5802300,100,5794000,129
5798900,25,5794000,129
5798900,25,5794000,100
5798900,25,5791200,100
5794000,1,5791200,100
5798900,25,5791200,100
5798900,25,5794000,99
5798900,25,5794000,88
5798900,25,5794000,59
5798900,25,5794000,59
5797900,100,5794000,59
5797900,110,5794000,59
5797900,110,5794000,159
5797900,110,5794000,159
5797900,110,5794000,100
5797900,110,5794000,88
5797900,210,5794000,88
5797900,210,5791900,75
5797900,210,5791200,100
5797900,210,5791200,100
5797900,210,5791200,100
5797900,210,5791200,100
5797300,100,5791200,100
5797300,200,5791200,100
5797300,100,5791200,100
5797900,210,5791200,100
5797300,100,5791200,100
5797300,200,5791200,100
5797300,200,5791200,100
5797300,100,5791200,100
5796600,2300,5791200,100
5796600,2700,5791200,100
5796600,2700,5791200,100
5796600,2700,5791200,100
5796600,2300,5791200,100
5796600,2300,5791200,100
5796600,2300,5791200,100
5796600,2300,5791200,128
5796600,2300,5791200,206
5796600,2300,5791200,206
5796600,2300,5791200,134
5796600,2300,5791200,156
5796600,2300,5791200,160
5796600,2300,5791200,166
5796600,2300,5791200,138
5796600,2300,5791200,110
5796600,2300,5791200,66
5796600,2300,5791200,73
5796600,2300,5791200,83
5796600,2300,5791200,92
5796600,2300,5791200,116
5796600,2300,5791200,82
5796600,2300,5791200,60
5796600,2300,5791200,56
5796600,2300,5791200,50
5796600,2300,5791200,43
5796600,2300,5791200,33
5796600,2300,5791200,24
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5795200,260,5790000,41
5796600,2300,5790000,41
5796600,2302,5790000,41
5796600,2300,5790000,41
5795200,2,5790000,41
5794500,100,5790000,41
5794500,102,5790000,41
5794500,112,5790000,41
5794500,131,5790000,41
5794500,231,5790000,41
5794500,212,5790000,41
5794500,212,5790000,22
5794500,212,5790000,1
5794500,212,5789900,1
5794500,212,5785000,9
5794500,212,5785000,9
5794500,212,5785000,9
5789000,2171,5785000,9
5794500,212,5785000,9
5785100,2171,5785000,9
5785100,2071,5785000,9
5785100,2071,5782100,10
5794500,212,5782100,10
5794500,212,5780000,174
5794500,212,5780000,169
5794500,212,5780000,164
5794500,212,5780000,136
5794500,212,5780000,86
5794500,212,5780000,84
5794500,212,5780000,84
5794500,212,5780000,84
5794500,212,5780000,84
5794500,212,5779900,1
5780000,1278,5779900,1
5780000,1678,5779900,1
5780000,400,5779900,1
5780000,400,5775100,110
5780000,400,5775100,110
5780000,400,5775100,110
5780000,400,5775100,110
5780000,399,5775100,110
5794500,212,5775100,110
5794500,212,5780000,200
5794500,212,5780000,200
5794500,212,5780000,200
5794500,212,5780000,200
5794500,212,5780000,200
5794500,212,5780000,100
5794500,212,5775100,110
5780000,578,5775100,110
5794500,210,5775100,110
5794500,210,5775100,110
5794500,210,5775100,110
5794500,210,5775100,110
5794500,210,5775100,100
5794500,210,5775100,10
5794500,210,5774500,3
5794500,210,5775100,66
5794500,210,5774500,3
5775100,102,5774500,3
5775100,104,5774500,3
5775100,2,5774500,3
5775100,2,5774500,1
5775100,2,5772400,20
5794500,210,5772400,20
5775100,2,5772400,20
5794500,210,5772400,20
5794500,210,5775100,98
5791100,100,5775100,98
5791100,102,5775100,98
5791100,102,5772400,20
5791100,102,5772400,20
